,Text,Sentiments
73,"DOW CHEMICAL CO &lt;DOW> UNIT INCREASES PRICES
  The Dow Chemical Co said its
  Engineering Thermoplastics Department will increase the selling
  prices of standard grades of MAGNUM ABS resins by three cts per
  pound.
      It also announced an increase of five cts per pound for
  performance grades of the resins.
      Both increases are effective April 1, 1987.
  

",1
74,"VEREINS- UND WESTBANK TO REORGANIZE NETWORK
  und Westbank AG &lt;VHBG.F> plans
  to streamline its branch network to improve its distribution of
  financial services, management board member Eberhard-Rainer
  Luckey said.
      He told a news conference on 1986 results that branches in
  Hamburg and Schleswig-Holstein would be merged or closed, a
  branch in Frankfurt opened and that the bank was considering
  opening a branch in London.
      Luckey said the bank's total operating profits rose nearly
  29 pct in 1986. Parent bank net profit rose to 47.7 mln from
  42.2 mln and the dividend remained unchanged at 12 marks.
      The group balance sheet, including for the first time
  VereinWest Overseas Finance (Jersey), rose 9.2 pct to 17.9
  billion marks, Luckey said.
      The parent bank balance sheet rose 89 mln marks to 13.2
  billion, while business volume was almost unchanged at 14.8
  billion. Credit volume eased to 9.1 billion from 9.2 billion
  while loans to companies rose seven pct.
      Foreign business and securities trading turnover also
  increased. Higher earnings from trading on the bank's own
  account contributed to record operating profits.
      Net interest income rose on firmer interest margins by 16.1
  mln marks to 381.6 mln. Net commission income rose 6.6 mln to
  156.7 mln, Luckey said.
      Foreign commercial business was influenced by a fall in
  West German foreign trade but earnings were still satisfactory.
      The bank's exposure in Latin America was less than two pct
  of its total foreign credit and in Africa less than one pct.
      The bank continued to sell some of its exposure in 1986,
  and will also continue to stock up risk provisions, he said.
  

",1
75,"DOM REPUBLIC SELLS CZARNIKOW 35,000 TONS SUGAR
  The Dominican Republic sold
  35,000 long tons of sugar for immediate delivery, with an
  option for 25,000 tons more, to Czarnikow Rionda of New York,
  the state sugar council announced.
      It was not immediately clear when the sale was made or at
  what price. A council communique said ""the sale was made at the
  best prevailing conditions in the world sugar market.""
  

",1
76,"IDEAL SCHOOL SUPPLY CORP &lt;IDEL> 4TH QTR NET
  Oper shr 10 cts vs eight cts
      Oper net 325,000 vs 228,000
      Sales 7,070,000 vs 6,483,000
      Avg shrs 3,313,000 vs three mln
      Year
      Oper shr 69 cts vs 51 cts
      Oper net 2,124,000 vs 1,536,000
      Sales 31.2 mln vs 22.7 mln
      Avg shrs 3,071,000 vs three mln
      NOTE: 1986 net both periods includes 72,000 dlr tax credit.
  

",1
77,"PIEDMONT AVIATION &lt;PIE> BOARD TO MEET TODAY
  Piedmont Avaition Inc's board of
  directors will conduct a special meeting beginning at 1400 est
  today, a Piedmont spokesman said.
      The spokesman would not say what was on the agenda.
      In mid-February, Piedmont said its board would meet to
  discuss all proposals to acquire the company. Its board also
  withdrew a recommendation to accept a 65 dlrs a share cash
  offer from Norfolk Southern Corp &lt;NSC> in light of a competing
  revised bid from U.S. Air Group Inc &lt;U>. U.S. Air offer to buy
  50 pct of the company's stock for 71 dlrs a share cash, and the
  remaining for 73 dlrs a share of its stock.
  

",1
78,"HAYES-ALBION &lt;HAY> DELAYS SPECIAL MEETING
  Hayes-Albion Corp said it has
  delayed the special meeting at which shareholders will vote on
  its merger into Harvard Industries Inc &lt;HAVA> until March 24
  from March 17 due to a delay in Securities and Exchange
  Commission clearance of proxy materials.
  

",1
79,"TURKEY SEES 1.5 BILLION DLR DEFICIT IN 1986
  Turkey expects a 1986 balance of payments
  deficit of 1.5 billion dlrs, well over target, but is taking
  steps to improve its performance in this and other fields, Ali
  Tigrel, director of economic planning at the State Planning
  Organisation said.
      He told Reuters the shortfall was a direct consequence of
  economic growth of nearly eight pct, up from 5.1 pct in 1985,
  which he said resulted mostly from a surge in domestic demand.
      Tigrel acknowledged a need to cut inflation further after a
  drop of more than 12 points to 24.6 pct in the Treasury
  wholesale index last year.
      This year's target of 20 pct ""might be attainable but the
  economic management will have to be careful,"" he said.
      Tigrel, whose department produces the annual programme
  which is central to the government's economic planning, said
  Turkey's creditworthiness was at risk over the current account
  shortfall, originally targeted at 695 mln dlrs.
      ""We must alleviate the current account substantially to
  sustain the creditworthiness that we have managed to secure
  over the last five years,"" he added.
      His comment echoed last October's Organisation for Economic
  Cooperation and Development report on Turkey, which said
  Ankara's case for more medium-term financing on better terms
  would look better if inflation were lower and the current
  account deficit cut or turned into a surplus.
      ""In 1987 we must reduce the rate of growth in public sector
  investments, we must reduce the public sector deficit as a
  percentage of GNP and we must achieve a very visible
  improvement in the current account deficit,"" he said.
      Tigrel said a surge in public sector spending last year was
  also to blame for the high deficits.
      Appropriations to government departments had been cut by
  eight pct since the budget was passed in December and foreign
  borrowing by municipalities had been restrained.
      ""We are trying make sure that public bodies stick to the
  investment programme and do not exceed their appropriations,"" he
  said. It was hoped to bring the public sector borrowing
  requirement down to five pct of GNP in 1987 from an estimated
  5.6 pct in 1986.
      More modest GNP growth of five pct for 1987 was also
  targeted, Tigrel said. Measures were being taken to encourage
  exports, and production incentives were being considered.
      ""We must try to make sure that more capacity is injected
  into the Turkish economy in the coming years. The promotion
  policy is geared to make sure that both foreign investment and
  local private capital come more into play as far as
  manufacturing capacity is concerned,"" Tigrel said.
      He said the process of structural adjustment of the Turkish
  economy to free market policies, begun in 1980, was still under
  way. Trade had been liberalised and a freer exchange rate
  policy applied, but he acknowledged there was more to be done
  in a country where the state still dominates industry and the
  currency is only partially convertible.
  

",1
80,"FIRST SAVINGS BANK FLORIDA &lt;FSBF> SETS MEETING
  First Savings Bank of
  Florida said it expects a special shareholder meeting to be
  held around May 21 to consider the proposed merger into
  Gibraltar Financial Corp &lt;GFC>.
      It said the annual meeting will be held April 30 to elect
  two directors and ratify the appointment of auditors.
  

",1
81,"BORMAN'S &lt;BRF> TO BUY SAFEWAY'S UTAH DIVISION
  Safeway Stores Inc said it
  agreed to sell the assets and operations of its Salt Lake City
  Division to Borman's Inc under undisclosed terms.
      The division includes 60 operating supermarkets in five
  states, most of which are in Utah, Idaho and Wyoming, together
  with distribution and manufacturing facilities, Safeway said.
      It said sales for the division for the year ended January
  three were about 350 mln dlrs.
      Safeway also said the transaction is subject to Borman's
  ability to obtain financing and to successfully negotiate new
  labor agreements with the various unions involved.
  

",1
82,"VARIAN &lt;VAR> BUYS ANALYTICHEM INTERNATIONAL
  Varian Associates Inc said it
  acquired all the outstanding stock of closely-held Analytichem
  International Inc for an undisclosed amount of cash.
      Analytichem, based in Harbor City, Calif., is a supplier of
  bonded phase preparation products used to prepare chemical
  samples for analysis, Varian said.
  

",1
83,"CRI INSURED &lt;CII> TO SET SPECIAL DISTRIBUTION
  CRI Insured Mortgage Investments
  Inc said its advisor will recommend a special distribution of
  50 cts per share due to the sale of a federally insured first
  mortgage on Park Meadows I in Madison, Wis., for 4,267,871
  dlrs.
      It said it received a 3,695,465 dlr return of capital and
  572,406 dlrs in income on the sale, and the 50 ct distribution
  would represent a 43.294 ct return of principal and a 6.706 ct
  capital gain and would be payable June 30 to holders of record
  May 31.
  

",1
84,"STERLING IN TEXAS GAS AND OIL DISCOVERY
  &lt;Sterling Investment Group>
  said it successfully drilled and completed a significant
  development well 65 miles southwest of Houston, Texas.
      The well has a choke of 11/64 of an inch and is 10,097 feet
  deep.
      The well initially tested at a maximum daily flow rate of
  two mln cubic feet of gas and 304 barrels of condensate.
      Participants in the new well, along with Sterling, are
  Trafalgar House Ltd of the U.K. and &lt;Texstar NOrth America Inc.>
  

",1
85,"COLOMBIAN INFLATION RISES 2.03 PCT IN FEBRUARY
  colombia's cost of living index rose 2.03
  pct in february after a 3.27 pct increase in january and a 3.15
  pct rise in february 1986, the government statistics institute
  said.
      The rise brought year-on-year inflation to 19.77 pct
  compared with 23.72 pct at end-february 1986 and 21.66 pct for
  the year ending january 1987.
      The government has predicted that inflation this year would
  be lower than in 1986 when it reached 20.9 pct.
  

",1
86,"KENYA SIGNS PACT TO ESTABLISH OWN SHIPPING LINE
  Kenya has signed an agreement with
  British and German interests to establish a shipping line that
  will handle 40 pct of the country's external trade, sources
  close to the deal said.
      The state-owned Kenya Ports Authority, KPA, signed an
  agreement with the Hamburg-based shipping line Unimar
  Seetransport to establish the Kenya National Shipping line,
  with an initial capital of 100 mln shillings, sources said. KPA
  will hold 70 pct of the shares in the new company.
      The line will initially charter vessels to operate services
  between Mombasa and the main ports of industrial Europe, but
  may eventually build or buy its own ships. The sources said it
  would aim to carry a large part of Kenya's coffee and tea
  exports and oil and fertiliser imports.
  

",1
87,"CTS &lt;CTS> AND DYNAMICS &lt;DYA> REACH ACCORD
  CTS Corp and Dynamics Corp of
  America reached an agreement resolving all outstanding
  differences between them, according to a joint statment.
      As a result of the settlement, a special committee of the
  board of directors of CTS stopped soliciting offers to buy all
  or part of the company, it said.
      CTS and DCA also agreed to dismiss all pending litigation
  between the two companies except for one appeal pending before
  the U.S. Supreme Court relating to the Indiana Control Share
  Chapter, it said.
      Under the agreement, the CTS board will immediately be
  reduced to seven from eight with four current directors and
  three representatives of DCA being elected to the board, it
  said. This board will be presented as the slate for CTS' 1987
  annual shareholders meeting, it added.
      CTS' directors will recommend to shareholders that they
  approve reimbursement to DCA of about 2.2 mln dlrs in expenses
  relating to CTS, and grant DCA an option to buy up to 35 pct of
  CTS' shares, it said.
      In addition, DCA said it agreed to limit its ownership in
  CTS for the year following the 1987 annual meeting to not more
  than 35 pct of the outstanding stock. DCA currently holds 27.5
  pct of the outstanding shares of CTS.
      Both companies said they support the agreement and believe
  it to be fair to both sides.
  

",1
88,"USAIR &lt;U> HAS NO COMMENT ON TWA &lt;TWA> OFFER
  USAir Group Inc said it had no comment
  on an offer it received from Trans World Airlines to buy USAir
  for 52 dlrs cash per share.
      USAir spokesman David Shipley also declined comment on
  Piedmont Aviation Inc &lt;PIE>. USAir has offered 71 dlrs cash per
  share for half of Piedmont's stock, and 73 dlrs in its own
  stock for the balance.
      Piedmont also received an offer from Norfolk Southern Corp
  &lt;NSC> of 65 dlrs cash per share. Piedmont's board was meeting
  today, but the company declined to say what was on the agenda.
  A spokesman said he could not comment on the twa action.
      A Norfolk Southern Corp &lt;NSC> spokesman said the company
  had no comment on TWA's offer for USAir or on its proposal to
  negotiate a three-way merger between TWA, USAir and Piedmont.
      ""We don't have all the details,"" a Norfolk Southern
  spokesman said. The company's 65 dlr-a-share cash offer for
  Piedmont stands, he said.
      In its offer, TWA said as an alternative to a merger with
  USAir, it would be interested in discussing a three-way
  combination among USAir, Piedmont and TWA. It said the
  three-way merger would serve the best interests of the
  shareholders of all three companies, employees and consumers.
  

",1
89,"MORE SOVIET GRAIN BUYING FROM U.S. TIED TO PRICE
  Whether the Soviet Union will fulfill
  its buying obligations under the U.S./USSR grains agreement
  depends entirely on the United States, a Soviet trade official
  told Reuters.
      ""How can I tell that we are ready to fulfill the agreement
  if the United States does not want to offer us grain at
  competitive prices?"" said Albert Melnikov, deputy trade
  representative of the Soviet Union to the United States.
      ""We are in the market for grains, but it is up to the
  United States to be the seller ... to offer Soviets competitive
  prices,"" he said in an interview.
      Melnikov said that the United States has not lived up the
  agreement by failing to make available to Moscow U.S. grain at
  prevailing market prices.
      ""We are being accused of not implementing this agreement.
  We do not consider we are at fault,"" Melnikov said.
      Article I in the agreement states that ""purchases/sales of
  commodities under this Agreement will be made at the market
  price prevailing for these products at the time of
  purchase/sale and in accordance with normal commercial terms.""
      ""The United States should supply to the Soviet Union
  definite quantities of grain at competitive prices ... Is the
  United States ready to supply this?"" he said.
      The Soviet official said that near-term corn demand has
  been met by the recent Soviet purchases of U.S. corn, which he
  confirmed at 1.5 mln tonnes, but said that if U.S. corn prices
  remain competitive, the Soviets will buy more if they need it.
      Wheat buying, however, is a different story, Melnikov said.
      ""If the United States is interested in selling its wheat,
  then they must offer competitive prices, and it's up to the
  United States to decide how these competitive prices will be
  offered,"" he said.
      Last year's U.S. offer of subsidized wheat to the Soviets
  was rejected because of an insufficient subsidy, Melnikov said.
  He said that at the time of the 13 dlr per tonne subsidy offer,
  U.S. wheat prices were 26 dlrs over world levels.
  

",1
90,"GREAT AMERICAN &lt;GTA> GAINS OVER 80 MLN IN LOANS
  Great American First Savings Bank said
  the bank recorded gains exceeding 80 mln dlrs on sales of loans
  and mortgage securities valued at 1.1 billion dlrs.
      The San Diego-based bank said in a prepared release of its
  report to analysts here that the gains included 6.6 mln dlrs in
  arbitrage profits from the premium paid for the separation of
  interest and principal components of new Federal National
  Mortgage Association strip securities.
      The bank said it reported a profit of more than 20 mln dlrs
  on the transaction, involving 390 mln dlrs of FNMA securities,
  including the arbitrage gain.
      Great American recently announced plans to acquire &lt;Capital
  Savings Bank>, Olympia, Wash., and last year acquired &lt;Home
  Federal Savings and Loan Association>, Tucson, Ariz., and &lt;Los
  Angeles Federal Savings Bank>, which resulted in 66 new offices
  and three billion dlrs in assets.
      The bank also said it plans to expand into other major
  western banking markets and is considering an acquisition in
  Colorado.
  

",1
91,"WTC INTERNATIONAL &lt;WAF> SETS SOUTH AFRICA TRUST
  WTC International N.V. said it
  has sold its affiliates in South Africa to an independent
  trust, created to continue the operations in that country.
      The purchase price was about 8.4 mln dlrs, represented by a
  ten-year interest-bearing note, payable annually at 11 pct, to
  be paid by the trust out of proceeds from the South African
  operations, the company said.
      WTC said its board concluded in view of the social,
  political and economic situatin in South Africa, it was best to
  separate the company from its interests there.
  

",1
92,"TAIWAN ISSUES MORE CDS TO CURB MONEY SUPPLY GROWTH
  The central bank has issued 7.08 billion
  dlrs worth of certificates of deposit (CDs), bringing the value
  of CD issues so far this year to 93.29 billion, a bank
  spokesman told Reuters.
      The new CDs, with maturities of six months, one year and
  two years, carry interest rates ranging from 3.9 to 5.15 pct.
      The issues are designed to help curb the growth of the M-1B
  money supply which has expanded along with Taiwan's foreign
  exchange reserves, the spokesman said. The reserves reached a
  record high of more than 51 billion U.S. Dlrs Wednesday.
  

",1
93,"THAI COFFEE EXPORTS RISE IN 1986
  Thai coffee exports rose to 22,068
  tonnes in 1986 from 20,430 a year earlier, the Customs
  Department said.
  

",1
94,"SOUTH KOREAN MONEY SUPPLY RISES IN FEBRUARY
  South Korea's M-2 money supply rose 0.39
  pct to 33,992.0 billion won in February from 33,858.4 billion
  in January, when it fell a revised 0.04 pct from December,
  provisional Bank of Korea figures show.
      The February figure was up 18.89 pct from a year earlier.
      M-1 money supply rose 4.13 pct to 8,492.1 billion won in
  February from January, when it fell 7.82 pct from December. The
  February figure marked a year-on-year rise of 18.45 pct.
      The bank previously said M-2 fell 0.06 pct in January.
  

",1
95,"CANON INC (CANN.T) YEAR ENDED DECMEBER 31
  Group shr 18.34 yen vs 58.72
      Net 10.73 billion yen vs 37.06 billion
      Pretax 27.76 billion yen vs 84.78 billion
      Operating 30.06 billion yen vs 88.81 billion
      Sales 889.22 billion vs 955.78 billion
      Note - The company attributed the profit fall largely to
  the yen's appreciation during the period. Domestic sales rose
  0.4 pct to 274.17 billion yen from a year earlier while exports
  declined 9.9 pct to 615.04 billion.
  

",1
96,"U.S. TELLS JAPAN TO DO MORE TO CUT TRADE SURPLUS
  U.S. Undersecretary of State for Economic
  Affairs Allen Wallis said he had urged Japan to do much more to
  reduce its large trade surplus with the United States.
      ""Our central message to Japan this week was that while we
  have made progress in some areas, much needs to be done,"" he
  told a press conference after three days of talks.
      ""What we need is a resolution of trade issues, we need
  visible efforts to restructure the economy to encourage more
  imports and we need greater domestic-led growth.""
      Forecasting sluggish economic growth in Japan this year,
  Wallis urged Tokyo to stimulate domestic demand to help reduce
  its trade surplus, which hit a record 83 billion dlrs in 1986.
      He named several areas of particular concern to Washington
  -- computer microchips, supercomputers, Kansai airport,
  agricultural products and car telephones.
      He warned that the U.S./Japan agreement governing trade in
  semiconductors was in jeopardy. Despite the pact, Japanese
  producers are still dumping microchips in foreign markets other
  than the United States while U.S. Penetration of the Japanese
  market has not increased, he said.
  

",1
97,"CARGILL U.K. STRIKE TALKS POSTPONED TILL MONDAY
  Talks set for today between management
  and unions to try to solve the labour dispute at Cargill U.K.
  Ltd's Seaforth oilseed crushing plant have been rescheduled for
  Monday, a company spokesman said.
      Oilseed processing at the mill has been at a standstill
  since December 19.
  

",1
98,"BAKER &lt;BKO> SUES TO FORCE HUGHES &lt;HT> MERGER
  Baker International corp said it has
  filed suit in state court in Houston to compel Hughes Tool Co
  to complete its proposed merger with Baker.
      Late yesterday, Hughes said it had terminated the merger
  agreement because Baker would not agree to an alternative
  divestiture plan devised by Hughes.  Hughes' board had
  previously found unacceptable a U.S. Justice Department consent
  decree that would have required broader divestitures.
      Baker said it has not obtained any satisfactory explanation
  from Hughes of its objections to the provisions of the Justice
  Department consent decree.
      Hughes yesterday adjourned the special meeting at which
  shareholders were to vote on the merger without permitting the
  counting of votes on the deal.  Baker said it believes the vote
  was overwhelmingly in favor of the merger.
      Baker said the new terms that Hughes proposed for the
  merger, as an alternative to the consent decree, were ""more
  burdensome"" than those of the consent decree themselves.
      Baker said divestitures under the consent decree would
  reduce revenues for the combined company by about 65 mln dlrs
  or three pct.
      Baker said it will continue to pursue the divestitures of
  the units named in the consent decree.
      It said its suit names as defendants Hughes and certain of
  its directors and seeks either an injunction forcing Hughes to
  live up to the merger agreement or ""substantial"" monetary
  damages it did not name.
      Baker said it believes the merger to be in the best
  interests of shareholders of both companies.
  

",1
99,"USAIR &lt;U> REJECTS TWA &lt;TWA> TAKEOVER BID
  USAir Group Inc said its board has
  rejected Trans World Airlines Inc's offer to acquire USAir for
  52 dlrs per share in cash as grossly in adequate and not in the
  best interests of USAir shareholders, employees or passengers.
      The company said the unsolicited bid by the Carl C.
  Icahn-led TWA was ""highly conditional.""
      USAir said its board and that of Piedmont Aviation Inc
  &lt;PIE> met separately yesterday to consider USAir's offer to
  acquire 50.1 pct of Piedmont for 71 dlrs per share and
  remaining shares for 1.5 to 1.9 common shares each, valued at
  about 73 dlrs per share based on the average closing price of
  USAir common during a period just before the merger.
      The company said it is continuing talks with Piedmont on
  arriving at a definitive merger agreement and the two companies
  hope to reach one very shortly.
      USAir said ""In light of the highly conditional nature and
  other terms of the TWA offer, the timing of the offer and the
  circumstances under which it was made, USAir Group believes
  that the purpose of the TWA offer is to interfere with USAir
  Group's proposed acquisition of Piedmont.
      ""TWA's proposal is nothing more than an attempt by Carl
  Icahn to disrupt at the eleventh hour USAir Group's acquisition
  of Piedmont, a transaction which the USAir Group board views as
  most beneficial to USAir Group shareholders, employees and
  passengers and which Mr. Icahn obviously regards as contrary to
  his own personal interests.""
      USAir said its board has authorized counsel to explore all
  appropriate legal remedies against what it called TWA's
  last-minute attempt to interfere with USAir Group's acquisition
  of Piedmont.
      The company said conditions to the TWA offer include TWA
  obtaining financing, the USAir board redeeming defensive rights
  issued to shareholders last year and acting to render the ""fair
  price"" provision contained in USAir's charter inapplicable to
  the TWA offer and Transportation Department approval.
   Reuter...
  

",1
100,"CHAMPION PRODUCTS &lt;CH> APPROVES STOCK SPLIT
  Champion Products Inc said its
  board of directors approved a two-for-one stock split of its
  common shares for shareholders of record as of April 1, 1987.
      The company also said its board voted to recommend to
  shareholders at the annual meeting April 23 an increase in the
  authorized capital stock from five mln to 25 mln shares.
  

",-1
101,"NORTHERN TELECOM LTD &lt;NT> DECLARES STOCK SPLIT
  Two-for-one stock split
      Pay May 12
      Note: split is subject to approval of shareholders at April
  23 annual meeting.
      Company also said it will increase dividend on post-split
  shares to six cts from five cts.
  

",-1
102,"TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS

  TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS
  

",-1
103,"USDA SAID UNLIKELY TO BROADEN CORN BONUS OFFER
  The U.S. Agriculture Department
  probably will not offer a two dlr per bushel bonus payment to
  corn farmers for any erodible cropland they enrolled in the
  conservation reserve program last year, an aide to USDA
  Secretary Richard Lyng said.
      Sen. Charles Grassley (R-Iowa) said yesterday that Lyng had
  indicated he would consider giving those farmers the same two
  dlr bonus offered corn farmers who are signing up for the 1987
  program this month.
      But the aide to Lyng said it was doubtful that the
  department would offer a retroactive bonus to farmers who
  enrolled land in the 10-year conservation reserve last year.
      ""How are you going to stop the tide,"" he said, referring to
  demands that would follow from other commodity groups.
  

",-1
104,"MARATHON PETROLEUM REDUCES CRUDE POSTINGS
  Marathon Petroleum Co said it reduced
  the contract price it will pay for all grades of crude oil one
  dlr a barrel, effective today.
      The decrease brings Marathon's posted price for both West
  Texas Intermediate and West Texas Sour to 16.50 dlrs a bbl. The
  South Louisiana Sweet grade of crude was reduced to 16.85 dlrs
  a bbl.
      The company last changed its crude postings on Jan 12.
  

",-1
105,"CANADA-EGYPT WHEAT NEGOTIATIONS TO CONTINUE
  Canadian and Egyptian wheat negotiators
  failed to conclude an agreement on Canadian wheat exports to
  Egypt during talks last week, but the Canadian team will return
  to Cairo for further negotiations, Canadian embassy officials
  said.
      An embassy official declined to identify which issues
  remained to be resolved and when the talks would resume.
      In a five-year protocol signed in 1985, Cairo agreed to
  purchase 500,000 tonnes of Canadian wheat a year.
  

",-1
106,"INDONESIA UNLIKELY TO IMPORT PHILIPPINES COPRA
  Indonesia is unlikely to import copra
  from the Philippines in 1987 after importing 30,000 tonnes in
  1986, the U.S. Embassy's annual agriculture report said.
      The report said the 31 pct devaluation of the Indonesian
  rupiah, an increase in import duties on copra and increases in
  the price of Philippines copra have reduced the margin between
  prices in the two countries.
      Indonesia's copra production is forecast at 1.32 mln tonnes
  in calendar 1987, up from 1.30 mln tonnes in 1986.
  

",-1
107,"GULF ARAB DEPUTY OIL MINISTERS TO MEET IN BAHRAIN
  Deputy oil ministers from six Gulf
  Arab states will meet in Bahrain today to discuss coordination
  of crude oil marketing, the official Emirates news agency WAM
  reported.
      WAM said the officials would be discussing implementation
  of last Sunday's agreement in Doha by Gulf Cooperation Council
  (GCC) oil ministers to help each other market their crude oil.
      Four of the GCC states - Saudi Arabia, the United Arab
  Emirates (UAE), Kuwait and Qatar - are members of the
  Organiaation of Petroleum Exporting Countries (OPEC) and some
  face stiff buyer resistance to official OPEC prices.
  

",-1
108,"WASTE MANAGEMENT CORP VOTES TWO FOR ONE STOCK SPLIT AND BOOSTS QTLY DIVIDEND TO 18 CTS

  WASTE MANAGEMENT CORP VOTES TWO FOR ONE STOCK SPLIT AND BOOSTS QTLY DIVIDEND TO 18 CTS
  

",-1
109,"DAVIS WATER &lt;DWWS> DECLARES STOCK DIVIDEND
  Davis Water and Waste
  Industries Inc said its board declared a 33-1/3 pct stock
  dividend, payable March 23 to holders of record March 12.
  

",-1
110,"ESSELTE BUSINESS &lt;ESB> UNIT BUYS ANTONSON UNIT
  Esselte Business Systems Inc's
  Esselte Meto division said it has acquired the Antonson America
  Co, a subsidiary of &lt;Antonson Machines AB>, of Sweden.
      Esselte said the Antonson unit, based in LaPorte, Indiana,
  manufactures scales and label printers. The company said the
  purchase is part of a plan to increase the range of retail
  electronic scales being offered by Esselte in the U.S.
      It said the acquisition will enble Esselte to increase its
  distribution base in its effort to grow in the U.S.
  

",-1
111,"UNOCAL &lt;UCL> UNIT CUTS CRUDE OIL POSTED PRICES
  Unocal Corp's Union Oil Co said it
  lowered its posted prices for crude oil one to 1.50 dlrs a
  barrel in the eastern region of the U.S., effective Feb 26.
      Union said a 1.50 dlrs cut brings its posted price for the
  U.S. benchmark grade, West Texas Intermediate, to 16 dlrs.
  Louisiana Sweet also was lowered 1.50 dlrs to 16.35 dlrs, the
  company said.
      No changes were made in Union's posted prices for West
  Coast grades of crude oil, the company said.
  

",-1
112,"CRONUS INDUSTRIES INC &lt;CRNS> SELLS UNIT
  Cronus Industries Inc said it agreed to
  sell its heat transfer equipment business, Southwestern
  Engineering Co, for a slight premium over book value, plus a
  release of Cronus from liability on approximately three mln
  dlrs of subsidiary indebtedness.
      The company said the sale to a subsidiary of Senior
  Engineering Group PLC, a British company, will take place this
  month.
  

",-1
113,"GREEN TREE ACCEPTANCE INC &lt;GNT> SETS DIVIDEND
  Qtly dividend 12-1/2 cts vs 12-1/2 cts
      Pay March 31
      Record March 16
  

",-1
114,"MFS MANAGED MUNCIPAL BOND TRUST SETS PAYOUT
  &lt;MFS Managed Muncipal Trust Bond>
  said it declared a monthly payout income distribution of 5.7
  cts a share compared with 5.6 cts for the previous month.
      It said the distribution is payable March 20 to
  shareholders of record March two.
  

",-1
115,"MFS MUNICIPAL INCOME TRUST &lt;MFM> SETS PAYOUT
  MFS Municipal Income Trust said it
  declared a monthly income distribution of 5.7 cts a share
  compared with 5.5 cts a share paid in the previous month.
      It said the distribution is payable March 27 to
  shareholders of record March 13.
  

",-1
116,"SOUTH KOREA'S LEADING INDICATORS FALL IN DECEMBER
  South Korea's index of leading indicators
  fell 0.1 pct to 164.1 (base 1980) in December after a 0.1 pct
  rise in November, representing a 16.1 pct year-on-year gain
  from December 1985, Economic Planning Board provisional figures
  show.
      The index is based on 10 indicators which include export
  values, letters of credit received, warehouse stocks, M-1 and
  M-3 money supply figures and the composite stock exchange
  index.
  

",-1
117,"U.K. MONEY MARKET SHORTAGE FORECAST REVISED DOWN
  The Bank of England said it had revised
  its forecast of the shortage in the money market down to 450
  mln stg before taking account of its morning operations. At
  noon the bank had estimated the shortfall at 500 mln stg.
  

",-1
118,"API SAYS DISTILLATE STOCKS OFF 4.4 MLN BBLS, GASOLINE OFF 30,000, CRUDE UP 700,000

  API SAYS DISTILLATE STOCKS OFF 4.4 MLN BBLS, GASOLINE OFF 30,000, CRUDE UP 700,000
  

",-1
119,"MARINE MIDLAND &lt;MM> BUYS BROKERAGE ASSETS
  Marine Midland Banks Inc said it has
  acquired the customer account base of New York discount
  brokerage firm Ovest Financial Services Inc for undisclosed
  terms to expand its discount brokerage operations in the
  Northeastern U.S.
      It said it will combine Ovest's activities with those of
  its Marine Midland Brokerage Service unit.
  

",-1
120,"SUN RAISES CRUDE OIL POSTINGS ONE DLR ACROSS BOARD. WTI NOW 17.00 DLRS/BBL

  SUN RAISES CRUDE OIL POSTINGS ONE DLR ACROSS BOARD. WTI NOW 17.00 DLRS/BBL
  

",-1
121,"TORONTO SUN PLANS TWO-FOR-ONE STOCK SPLIT
  &lt;Toronto Sun Publishing Corp> said it
  planned a two-for-one split of its common shares, subject to
  regulatory approval and approval by shareholders at the April
  21 annual meeting.
  

",-1
122,"MURPHY RAISES CRUDE OIL POSTED PRICES ONE DLR/BBL. WTI TO 17.00 DLRS TODAY

  MURPHY RAISES CRUDE OIL POSTED PRICES ONE DLR/BBL. WTI TO 17.00 DLRS TODAY
  

",-1
123,"CHINA SUGAR OUTPUT SEEN LOWER -- USDA
  China's 1986/87 sugar crop has been
  revised to 5.26 mln tonnes (raw value), down four pct from the
  previous forecast and five pct below the previous season, the
  U.S. Agriculture Department said.
      In its World Production and Trade Report, the department
  attributed the decline to relatively poor profitability of
  sugar, causing harvested area of cane and beets to decline
  seven pct from 1985/86.
      Beet sugar production for 1986/87 is now estimated at
  837,000 tonnes, five pct less than earlier forecast and down
  five pct from the previous season, while cane output is
  projected at 4.423 mln tonnes, down four pct from previously
  forecast and five pct below the previous season, it said.
  

",-1
124,"EIA SAYS DISTILLATE STOCKS OFF 3.4 MLN BBLS, GASOLINE OFF 100,000, CRUDE UP 3.2 MLN

  EIA SAYS DISTILLATE STOCKS OFF 3.4 MLN BBLS, GASOLINE OFF 100,000, CRUDE UP 3.2 MLN
  

",-1
