id,DataBatch,Date,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,AveragePrice
1099,4,2015-11-29,7022.99,1232.37,5300.75,0.0,489.87,489.87,0.0,0.0,organic,SanDiego,1.87
1100,19,2016-08-14,4195423.29,316873.28,2323362.26,40749.92,1514437.83,1435534.01,63918.41,14985.41,conventional,Northeast,1.37
1101,41,2015-03-15,693698.13,53400.14,395837.01,46596.22,197864.76,193130.9,4733.86,0.0,conventional,BaltimoreWashington,1.24
1102,20,2016-08-07,411252.23,23405.99,189679.42,12191.16,185975.66,174613.62,8525.89,2836.15,conventional,Philadelphia,1.45
1103,9,2016-10-23,11386.72,428.52,3328.29,276.86,7353.05,3788.85,3564.2,0.0,organic,SouthCarolina,1.4
1104,3,2018-03-04,7466.34,521.04,142.08,0.0,6803.22,6275.55,527.67,0.0,organic,NewOrleansMobile,1.39
1105,28,2015-06-14,338036.94,4926.58,253423.88,6839.64,72846.84,69607.77,3239.07,0.0,conventional,HartfordSpringfield,1.15
1106,9,2017-10-29,13649.88,45.05,2689.0,0.0,10915.83,10867.33,48.5,0.0,organic,HartfordSpringfield,1.98
1107,9,2016-10-23,1079.0,20.39,221.94,0.0,836.67,836.67,0.0,0.0,organic,BuffaloRochester,1.61
1108,25,2017-07-09,240071.43,94170.47,28458.64,1949.27,115493.05,92651.49,22633.91,207.65,conventional,Columbus,0.95
1109,49,2017-01-22,10333.37,2433.61,3905.32,0.0,3994.44,3964.66,29.78,0.0,organic,PhoenixTucson,1.59
1110,15,2016-09-11,20395.74,633.05,6730.7,315.82,12716.17,12716.17,0.0,0.0,organic,BaltimoreWashington,2.14
1111,10,2016-10-16,638848.04,63424.01,363924.96,19878.73,191620.34,190381.9,1238.44,0.0,conventional,BaltimoreWashington,1.69
1112,13,2017-10-01,2443800.39,484618.58,1130202.23,20147.99,808831.59,688480.03,120198.57,152.99,conventional,Midsouth,1.64
1113,8,2015-11-01,5784.88,96.48,2646.44,0.0,3041.96,536.67,2505.29,0.0,organic,Roanoke,1.19
1114,12,2016-10-02,5380.03,1149.6,3519.69,0.0,710.74,488.84,221.9,0.0,organic,PhoenixTucson,2.62
1115,6,2017-11-19,6745.48,14.35,611.5,0.0,6119.63,6119.63,0.0,0.0,organic,GrandRapids,1.27
1116,20,2015-08-09,167387.9,64121.12,52440.39,20857.42,29968.97,20668.0,7460.64,1840.33,conventional,Columbus,1.0
1117,2,2017-12-17,65090.38,31969.34,1752.04,6655.62,24713.38,18837.14,5849.25,26.99,conventional,Boise,1.29
1118,50,2016-01-10,1094945.73,146631.13,366330.53,37684.11,544299.96,44731.85,499568.11,0.0,conventional,Denver,0.72
1119,31,2015-05-24,22950.59,7408.52,14746.61,3.33,792.13,0.0,792.13,0.0,organic,Portland,1.82
1120,49,2015-01-18,5322625.57,2839359.92,1782045.18,146481.44,554739.03,497106.16,57607.18,25.69,conventional,SouthCentral,0.79
1121,37,2016-04-10,218755.02,83221.79,8054.25,82.27,127396.71,98906.41,28468.59,21.71,conventional,StLouis,0.87
1122,29,2016-06-05,3011.11,55.96,2281.21,0.0,673.94,526.67,147.27,0.0,organic,GrandRapids,1.28
1123,31,2016-05-22,134280.15,7554.76,34676.98,2269.99,89778.42,80740.1,9038.32,0.0,organic,Northeast,1.81
1124,49,2015-01-18,107040.29,1625.26,61859.85,133.29,43421.89,43419.67,2.22,0.0,conventional,BuffaloRochester,1.52
1125,44,2017-02-26,1372811.19,821922.48,198567.11,32790.32,319531.28,292306.27,27130.14,94.87,conventional,DallasFtWorth,0.73
1126,27,2015-06-21,135895.47,51621.94,47601.83,73.18,36598.52,36598.52,0.0,0.0,conventional,Roanoke,1.05
1127,13,2017-10-01,2975.53,33.26,445.6,0.0,2496.67,2496.67,0.0,0.0,organic,MiamiFtLauderdale,2.09
1128,29,2015-06-07,192122.01,81830.79,74180.44,122.03,35988.75,7351.98,28636.77,0.0,organic,West,1.74
1129,33,2015-05-10,27146.38,455.63,23858.81,0.0,2831.94,903.33,1928.61,0.0,organic,Chicago,1.47
1130,32,2015-05-17,5111.52,30.55,196.22,0.0,4884.75,4884.75,0.0,0.0,organic,BuffaloRochester,1.79
1131,8,2018-01-28,314915.09,198062.3,21726.15,2409.57,92717.07,81430.82,10352.92,933.33,conventional,NewOrleansMobile,1.08
1132,36,2015-04-19,23563.42,6897.03,4706.9,65.71,11893.78,683.33,11210.45,0.0,organic,Denver,1.44
1133,12,2016-10-02,2540672.44,662661.76,965796.82,77380.74,834833.12,709302.35,123116.88,2413.89,conventional,Midsouth,1.38
1134,3,2017-12-10,13300.51,332.1,3555.77,0.0,9412.64,5748.61,3664.03,0.0,organic,Atlanta,1.63
1135,44,2017-02-26,404208.68,189463.14,97078.18,4420.29,113247.07,91626.66,20450.41,1170.0,conventional,SouthCarolina,1.06
1136,21,2015-08-02,5142335.64,3276776.23,1254704.28,24749.12,586106.01,492930.71,93162.67,12.63,conventional,SouthCentral,0.9
1137,9,2018-01-21,4022549.75,834676.76,1528592.15,23691.17,1635589.67,1400848.71,232308.25,2432.71,conventional,Midsouth,1.13
1138,17,2015-08-30,213120.84,70639.52,86152.24,10562.29,45766.79,45766.79,0.0,0.0,conventional,RichmondNorfolk,1.06
1139,18,2016-08-21,6172.17,1455.86,4408.45,0.0,307.86,307.86,0.0,0.0,organic,Sacramento,2.19
1140,22,2017-07-30,2503.82,55.26,92.99,0.0,2355.57,2355.57,0.0,0.0,organic,Albany,1.67
1141,40,2016-03-20,79411.38,27908.44,6978.58,11.26,44513.1,35287.48,9225.62,0.0,organic,SouthCentral,1.23
1142,49,2015-01-18,69600.14,28457.99,29719.57,2933.27,8489.31,7986.02,503.29,0.0,conventional,Spokane,1.18
1143,46,2015-02-08,2573973.63,1871661.73,226039.73,18310.04,457962.13,272767.32,185194.81,0.0,conventional,Southeast,1.11
1144,34,2017-05-07,544200.61,8809.36,334984.45,4090.47,196316.33,41452.28,154825.16,38.89,conventional,NorthernNewEngland,1.23
1145,51,2016-01-03,5094.68,110.92,2315.25,326.87,2341.64,1223.21,1118.43,0.0,organic,RichmondNorfolk,1.45
1146,8,2018-01-28,170998.81,30070.62,58357.89,0.0,82570.3,82563.11,7.19,0.0,organic,California,1.87
1147,38,2016-04-03,776232.98,552528.04,80391.33,29032.63,114280.98,82969.77,31311.21,0.0,conventional,WestTexNewMexico,0.73
1148,25,2017-07-09,20152.69,9.43,1693.69,0.0,18449.57,16339.33,2110.24,0.0,organic,Boston,2.17
1149,19,2017-08-20,8464.73,807.9,1910.94,0.0,5745.89,5739.22,6.67,0.0,organic,Orlando,2.21
1150,42,2016-03-06,155654.59,71185.02,26487.57,503.38,57478.62,17429.08,40049.54,0.0,conventional,Jacksonville,1.06
1151,5,2015-11-22,2318.13,138.16,2079.91,1.38,98.68,83.07,15.61,0.0,organic,HartfordSpringfield,2.31
1152,0,2018-03-25,132097.87,44126.21,13225.39,1385.77,73360.5,39142.16,34191.67,26.67,conventional,Pittsburgh,1.28
1153,4,2016-11-27,22923062.65,7891487.94,7337341.77,344475.9,7349757.04,5691266.56,1609867.2,48623.28,conventional,TotalUS,1.21
1154,22,2015-07-26,232204.85,50568.58,52944.26,41446.55,87245.46,87050.05,195.41,0.0,conventional,RaleighGreensboro,1.2
1155,26,2015-06-28,696697.65,162885.58,362226.14,18449.63,153136.3,93206.17,59917.38,12.75,conventional,Denver,1.2
1156,30,2017-06-04,9652.72,2373.25,2106.82,0.0,5172.65,2621.83,2550.82,0.0,organic,StLouis,1.95
1157,11,2018-01-07,16746.82,5150.82,9366.31,0.0,2229.69,2229.69,0.0,0.0,organic,SanDiego,2.06
1158,9,2016-10-23,281815.95,91272.27,92612.09,130.21,97801.38,35310.45,62490.93,0.0,conventional,Tampa,1.53
1159,47,2017-02-05,136090.67,36808.59,11333.87,23346.13,64602.08,61439.09,3116.04,46.95,conventional,Boise,0.9
1160,34,2016-05-01,890281.5,39249.49,587919.1,155289.67,107823.24,101940.66,4166.66,1715.92,conventional,Chicago,1.0
1161,11,2018-01-07,12589.45,1639.81,1133.28,0.0,9816.36,9106.36,710.0,0.0,organic,Columbus,1.15
1162,48,2015-01-25,745439.17,26117.56,488218.44,145882.24,85220.93,75867.61,9265.81,87.51,conventional,Chicago,1.22
1163,9,2015-10-25,1973.01,594.36,27.33,0.0,1351.32,1328.55,22.77,0.0,organic,Pittsburgh,1.47
1164,25,2017-07-09,39367336.18,13009944.14,11031218.25,821964.42,14504209.37,11112405.61,3018280.29,373523.47,conventional,TotalUS,1.17
1165,9,2016-10-23,2916578.9,137388.92,1930226.81,16940.59,832022.58,817362.4,12135.18,2525.0,conventional,Northeast,1.67
1166,10,2017-10-22,264208.2,10671.96,29448.03,99.41,223988.8,223697.53,291.27,0.0,organic,Northeast,1.68
1167,50,2017-01-15,64677.46,5384.45,18694.14,5562.78,35036.09,23848.37,11187.72,0.0,organic,Plains,1.56
1168,1,2017-12-24,12641.31,448.53,3902.18,0.0,8290.6,8290.6,0.0,0.0,organic,HartfordSpringfield,1.99
1169,29,2015-06-07,199980.3,43524.21,45226.73,38578.8,72650.56,69123.57,3526.99,0.0,conventional,Charlotte,1.15
1170,37,2015-04-12,5609471.36,2561865.42,2267855.21,103110.58,676640.15,469624.9,206981.28,33.97,conventional,West,0.98
1171,14,2015-09-20,876.35,4.82,121.82,0.0,749.71,749.71,0.0,0.0,organic,Syracuse,1.68
1172,10,2015-10-18,75238.38,9125.57,50799.97,0.0,15312.84,6138.54,9174.3,0.0,organic,GreatLakes,1.6
1173,1,2015-12-20,250436.24,110507.5,42663.06,45459.85,51805.83,40496.17,2931.68,8377.98,conventional,Detroit,1.1
1174,36,2017-04-23,225681.54,53508.78,103642.1,52.7,68477.96,61430.73,7047.23,0.0,conventional,HarrisburgScranton,1.49
1175,48,2017-01-29,1795.81,32.53,123.14,0.0,1640.14,1640.14,0.0,0.0,organic,Albany,1.86
1176,29,2016-06-05,8123.66,1423.81,6372.3,0.0,327.55,327.55,0.0,0.0,organic,Sacramento,2.08
1177,6,2018-02-11,4099.32,243.98,1330.99,0.0,2524.35,583.17,1941.18,0.0,organic,Spokane,1.66
1178,17,2017-09-03,363905.02,46296.62,199034.81,223.03,118350.56,111664.4,4430.61,2255.55,conventional,Philadelphia,1.7
1179,30,2015-05-31,4092.07,335.32,1524.77,1348.57,883.41,883.41,0.0,0.0,organic,Charlotte,2.14
1180,40,2015-03-22,44128.54,4956.8,20884.49,28.16,18259.09,18247.64,11.45,0.0,organic,Northeast,1.92
1181,1,2018-03-18,828837.57,575923.2,70118.84,2101.12,180694.41,102331.92,78219.16,143.33,conventional,MiamiFtLauderdale,1.17
1182,31,2017-05-28,276578.14,64107.88,52767.88,461.27,159241.11,22367.6,136873.51,0.0,organic,West,1.48
1183,9,2015-10-25,9164.19,1955.4,6641.62,0.0,567.17,561.7,5.47,0.0,organic,SanDiego,1.65
1184,16,2017-09-10,5927.43,250.97,826.99,0.0,4849.47,4658.17,191.3,0.0,organic,Orlando,2.12
1185,35,2015-04-26,366719.82,101324.62,205561.23,13085.26,46748.71,46748.71,0.0,0.0,conventional,Sacramento,1.27
1186,10,2018-01-14,533150.49,10669.09,393026.08,2533.63,126921.69,81610.31,45311.38,0.0,conventional,Boston,1.49
1187,45,2017-02-19,758887.32,95175.3,157514.67,512.85,505684.5,423476.63,81596.26,611.61,conventional,Seattle,0.87
1188,17,2015-08-30,234307.92,144651.98,14746.53,2416.44,72492.97,68104.04,4376.84,12.09,conventional,NewOrleansMobile,1.03
1189,42,2015-03-08,219071.79,149785.3,19868.22,86.78,49331.49,33996.64,15334.85,0.0,conventional,Orlando,1.27
1190,36,2016-04-17,118580.72,29955.06,15129.88,17.07,73478.71,56962.55,16516.16,0.0,organic,SouthCentral,1.15
1191,0,2017-12-31,113514.42,2622.7,101135.53,20.25,9735.94,5556.98,4178.96,0.0,conventional,Albany,1.47
1192,36,2017-04-23,174613.45,82661.42,23248.85,252.37,68450.81,67084.51,57.89,1308.41,conventional,StLouis,1.51
1193,38,2016-04-03,13281.61,7693.54,1683.6,0.0,3904.47,3146.03,758.44,0.0,organic,PhoenixTucson,1.25
1194,1,2017-12-24,5346535.57,1934361.67,1934710.69,116855.41,1360607.8,1277612.22,21328.12,61667.46,conventional,California,1.13
1195,26,2016-06-26,2132.15,0.0,103.7,0.0,2028.45,1317.67,710.78,0.0,organic,Syracuse,1.68
1196,10,2015-10-18,3681.19,336.37,1394.0,1143.22,807.6,807.6,0.0,0.0,organic,Charlotte,1.97
1197,22,2015-07-26,30652211.08,12196225.93,12009228.05,1017157.74,5429599.36,4627251.87,779807.55,22539.94,conventional,TotalUS,1.07
1198,13,2016-09-25,1041.31,16.55,20.32,0.0,1004.44,987.77,16.67,0.0,organic,MiamiFtLauderdale,1.43
1199,24,2016-07-10,604082.24,186258.97,204704.57,20782.97,192335.73,171944.56,19129.5,1261.67,conventional,SanDiego,0.98
1200,17,2016-08-28,9481.1,474.37,4139.64,0.0,4867.09,2013.33,2853.76,0.0,organic,Nashville,1.3
1201,36,2015-04-19,1801956.87,1055547.01,433296.82,33180.04,279933.0,272779.43,5725.48,1428.09,conventional,Plains,1.12
1202,13,2016-09-25,366205.45,42044.86,166762.64,776.02,156621.93,151162.15,5459.78,0.0,conventional,Philadelphia,1.54
1203,28,2015-06-14,3436.93,71.91,137.92,0.0,3227.1,3227.1,0.0,0.0,organic,BuffaloRochester,1.83
1204,23,2017-07-23,5061.01,0.0,1441.91,0.0,3619.1,868.53,2750.57,0.0,organic,Louisville,1.6
1205,43,2016-02-28,109507.5,6651.21,28375.04,1434.03,73047.22,45277.19,27770.03,0.0,organic,Northeast,1.8
1206,16,2016-09-04,139031.27,2643.48,52375.95,2926.09,81085.75,45683.66,35402.09,0.0,organic,Midsouth,1.52
1207,42,2017-03-12,445311.34,157513.94,139859.05,22386.0,125552.35,122585.47,1039.66,1927.22,conventional,SanDiego,1.24
1208,4,2018-02-25,4988.75,106.24,915.35,0.0,3967.16,2877.78,1089.38,0.0,organic,Jacksonville,1.73
1209,11,2018-01-07,98765.23,1404.78,33170.68,11.77,64178.0,2054.96,62104.14,18.9,organic,Seattle,1.26
1210,12,2017-10-08,18553.99,552.98,3869.45,1.42,14053.35,14007.66,45.69,0.0,organic,Detroit,1.82
1211,9,2016-10-23,1179301.18,520220.72,350912.77,5549.22,302618.47,254209.16,42103.9,6305.41,conventional,Plains,1.53
1212,24,2015-07-12,597860.19,261870.98,204320.97,12664.42,119003.82,117906.6,980.83,116.39,conventional,Seattle,1.14
1213,45,2016-02-14,696959.32,200199.01,357790.26,39859.46,99110.59,98394.37,688.22,28.0,conventional,SanFrancisco,1.34
1214,44,2016-02-21,966990.9,566062.35,200934.84,90645.64,109348.07,64626.95,38634.45,6086.67,conventional,Houston,0.8
1215,25,2015-07-05,5903.4,536.02,4088.38,0.0,1279.0,290.0,989.0,0.0,organic,Columbus,1.31
1216,21,2015-08-02,948126.9,568694.81,281941.22,3494.6,93996.27,60782.86,33213.41,0.0,conventional,Houston,0.9
1217,46,2017-02-12,5288.74,4.0,1259.97,0.0,4024.77,313.33,3711.44,0.0,organic,Louisville,0.8
1218,14,2015-09-20,66134.27,33312.91,4392.69,0.0,28428.67,28383.81,44.86,0.0,organic,SouthCentral,1.53
1219,30,2017-06-04,650426.37,200052.18,350369.35,6248.07,93756.77,89727.13,1108.81,2920.83,conventional,SanFrancisco,1.83
1220,42,2015-03-08,12545.98,8912.48,1115.21,0.0,2518.29,2513.33,4.96,0.0,organic,PhoenixTucson,1.52
1221,49,2017-01-22,332672.05,4349.36,247185.31,13325.62,67811.76,65059.13,1897.89,854.74,conventional,HartfordSpringfield,1.47
1222,2,2015-12-13,852.98,283.91,46.87,0.0,522.2,354.8,167.4,0.0,organic,Pittsburgh,1.56
1223,46,2016-02-07,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,Sacramento,0.91
1224,51,2017-01-08,953770.46,196279.04,665608.45,2547.79,89335.18,80425.68,6315.06,2594.44,conventional,SanFrancisco,1.22
1225,21,2015-08-02,3977.77,358.91,1441.63,1083.55,1093.68,1093.68,0.0,0.0,organic,Charlotte,2.11
1226,13,2017-10-01,605234.66,114291.47,249372.98,198.48,241371.73,68911.62,172460.11,0.0,conventional,Denver,1.47
1227,9,2017-10-29,1126402.78,481864.71,189258.96,2105.74,453173.37,264530.01,188243.36,400.0,conventional,Houston,1.12
1228,42,2016-03-06,82249.97,3310.73,48133.42,2104.76,28701.06,11159.01,17542.05,0.0,organic,Midsouth,1.44
1229,51,2015-01-04,22480.07,3199.35,6916.72,7.56,12356.44,1076.67,11279.77,0.0,organic,Denver,1.42
1230,20,2017-08-13,4124.63,11.93,52.71,0.0,4059.99,4059.99,0.0,0.0,organic,Tampa,1.57
1231,19,2015-08-16,32252.93,10281.75,5062.53,10.4,16898.25,661.81,16236.44,0.0,organic,Denver,1.45
1232,42,2015-03-01,8743.37,2206.18,2725.29,0.0,3811.9,3811.9,0.0,0.0,organic,WestTexNewMexico,1.64
1233,14,2015-09-20,165068.86,86031.9,31599.19,26200.37,21237.4,12029.73,4671.88,4535.79,conventional,Columbus,1.0
1234,4,2015-11-29,56722.58,5178.73,11715.12,15.54,39813.19,385.54,39427.65,0.0,organic,Denver,0.88
1235,38,2016-04-03,335108.11,121653.22,33903.57,72329.16,107222.16,65916.23,27480.29,13825.64,conventional,Detroit,1.02
1236,18,2015-08-23,6846.72,88.77,3262.67,891.22,2604.06,2335.43,268.63,0.0,organic,RaleighGreensboro,1.92
1237,45,2016-02-14,229211.34,3898.22,144374.76,8008.86,72929.5,18358.96,53192.11,1378.43,conventional,CincinnatiDayton,0.86
1238,32,2017-05-21,23209.1,1034.75,10982.81,206.24,10985.3,10985.3,0.0,0.0,organic,BaltimoreWashington,2.2
1239,21,2016-07-31,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,conventional,SouthCentral,0.98
1240,49,2015-01-11,6861.73,1822.28,2377.54,0.0,2661.91,2656.66,5.25,0.0,organic,WestTexNewMexico,1.69
1241,9,2017-10-29,7341.92,2787.56,2909.91,0.0,1644.45,1644.45,0.0,0.0,organic,Sacramento,1.86
1242,3,2017-12-10,274939.0,43089.18,163729.22,84.84,68035.76,62282.56,5753.2,0.0,conventional,HarrisburgScranton,1.13
1243,52,2017-01-01,142347.9,43011.78,43260.01,125.37,55950.74,55319.62,535.56,95.56,conventional,Roanoke,0.97
1244,46,2016-02-07,30022.42,1306.98,12257.79,0.0,16457.65,12385.21,4072.44,0.0,organic,Portland,1.12
1245,31,2015-05-24,2640.04,1582.32,41.05,0.0,1016.67,1016.67,0.0,0.0,organic,Orlando,1.81
1246,10,2015-10-18,23132.95,4351.2,11840.73,19.98,6921.04,1027.09,5893.95,0.0,organic,Seattle,1.88
1247,9,2016-10-23,36280.49,4398.82,9250.93,505.12,22125.62,12964.05,9161.57,0.0,organic,Plains,1.55
1248,4,2017-12-03,6026.57,412.51,1265.18,0.0,4348.88,4313.54,35.34,0.0,organic,Columbus,1.54
1249,50,2015-01-11,527350.82,144349.43,278069.43,18076.48,86855.48,81221.3,5632.65,1.53,conventional,Seattle,1.06
1250,29,2016-06-05,7637424.02,2492773.58,2070556.97,147905.62,2926187.85,1971340.38,949755.22,5092.25,conventional,West,0.82
1251,8,2017-11-05,28626.61,14.81,1535.06,3.7,27073.04,25996.99,1076.05,0.0,organic,Boston,1.95
1252,29,2017-06-11,7138766.83,2763254.66,1231683.94,132101.6,3011726.63,1900413.66,1106330.85,4982.12,conventional,West,1.02
1253,4,2015-11-29,2617.44,142.69,1404.09,638.12,432.54,425.87,6.67,0.0,organic,Charlotte,1.96
1254,29,2017-06-11,92547.42,40250.67,2998.49,8103.35,41194.91,41167.77,19.07,8.07,conventional,Boise,1.21
1255,17,2016-08-28,957464.14,138029.18,282568.24,13197.13,523669.59,131367.44,390977.15,1325.0,conventional,Denver,0.91
1256,43,2015-03-01,1663.35,32.82,105.25,0.0,1525.28,1525.28,0.0,0.0,organic,Albany,1.76
1257,50,2015-01-11,23690.65,10166.46,4678.19,524.42,8321.58,8164.48,157.1,0.0,organic,Southeast,1.83
1258,33,2017-05-14,20842.19,8772.82,8839.82,2.91,3226.64,3204.39,22.25,0.0,organic,SanFrancisco,2.64
1259,51,2017-01-08,2229.52,63.46,478.31,0.0,1687.75,1687.75,0.0,0.0,organic,Albany,1.94
1260,48,2015-01-25,5142259.93,3205533.39,1298842.9,68870.69,569012.95,476249.64,92763.31,0.0,conventional,SouthCentral,0.81
1261,35,2015-04-26,311879.23,1960.76,253562.76,79.62,56276.09,56259.03,17.06,0.0,conventional,NorthernNewEngland,1.24
1262,32,2016-05-15,10861.36,1970.2,3792.08,0.0,5099.08,1442.03,3657.05,0.0,organic,Atlanta,1.29
1263,37,2017-04-16,11419.61,928.33,819.5,14.65,9657.13,9625.01,32.12,0.0,organic,HarrisburgScranton,1.99
1264,0,2016-12-25,6491.55,293.57,2329.01,197.27,3671.7,2797.68,874.02,0.0,organic,SouthCarolina,1.59
1265,6,2017-11-19,384115.0,22293.0,175118.0,402.0,186302.0,131913.0,54389.0,0.0,conventional,Philadelphia,1.34
1266,10,2017-10-22,4842.31,139.07,728.38,0.0,3974.86,3068.61,906.25,0.0,organic,MiamiFtLauderdale,2.19
1267,0,2018-03-25,11125.08,533.97,1113.33,0.0,9477.78,7760.23,1717.55,0.0,organic,Columbus,1.31
1268,32,2015-05-17,1013049.67,739725.96,167185.6,4706.99,101431.12,77703.34,23727.78,0.0,conventional,PhoenixTucson,0.67
1269,30,2016-05-29,382443.83,5717.38,310084.06,433.03,66209.36,63033.05,1485.98,1690.33,conventional,HartfordSpringfield,1.15
1270,5,2017-11-26,464647.0,302437.0,44200.0,1052.0,116959.0,70352.0,46606.0,0.0,conventional,MiamiFtLauderdale,1.45
1271,48,2015-01-25,213554.45,3617.45,162644.69,656.23,46636.08,20650.03,25970.02,16.03,conventional,CincinnatiDayton,0.93
1272,44,2016-02-21,235440.15,33667.84,136616.59,158.14,64997.58,62779.7,2217.88,0.0,conventional,HarrisburgScranton,1.15
1273,51,2017-01-08,177777.4,33563.39,69671.75,4.62,74537.64,69842.47,4695.17,0.0,organic,California,1.5
1274,26,2015-06-28,5676.88,145.03,2750.18,849.44,1932.23,1451.44,480.79,0.0,organic,RaleighGreensboro,1.8
1275,31,2016-05-22,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,conventional,SanFrancisco,1.31
1276,39,2017-04-02,11266.02,576.56,4786.73,0.0,5902.73,1028.7,4874.03,0.0,organic,Detroit,1.46
1277,16,2017-09-10,8021.16,156.05,1074.4,0.0,6790.71,6756.95,33.76,0.0,organic,GrandRapids,1.4
1278,39,2017-04-02,1908.86,41.85,1182.37,0.0,684.64,614.88,69.76,0.0,organic,GrandRapids,2.07
1279,32,2015-05-17,4366.74,54.38,1651.19,0.0,2661.17,2661.17,0.0,0.0,organic,Boston,1.91
1280,11,2015-10-11,159011.26,77647.86,25627.41,28.01,55707.98,52275.19,3421.53,11.26,conventional,StLouis,1.15
1281,44,2017-02-26,4818.73,1562.36,107.79,0.0,3148.58,1042.22,2106.36,0.0,organic,Orlando,2.08
1282,31,2015-05-24,606039.09,190231.27,295332.36,15508.11,104967.35,104757.58,136.92,72.85,conventional,Portland,1.01
1283,48,2016-01-24,1940.08,235.54,132.09,0.0,1572.45,1526.47,45.98,0.0,organic,Pittsburgh,1.16
1284,32,2017-05-21,4745.15,0.0,1200.84,0.0,3544.31,577.77,2966.54,0.0,organic,Louisville,1.29
1285,27,2017-06-25,17744.03,975.09,8290.7,0.0,8478.24,8478.24,0.0,0.0,organic,SanDiego,1.73
1286,11,2017-10-15,10197.11,2370.22,101.99,0.0,7724.9,7703.01,21.89,0.0,organic,PhoenixTucson,1.77
1287,16,2015-09-06,27271.95,3820.97,5153.61,11.45,18285.92,185.09,18100.83,0.0,organic,Denver,1.43
1288,37,2016-04-10,405751.04,30288.09,99517.71,131.37,275813.87,81246.82,194567.05,0.0,organic,West,0.99
1289,36,2015-04-19,271198.73,3625.55,196720.42,175.12,70677.64,66844.17,3833.47,0.0,conventional,HartfordSpringfield,1.35
1290,35,2015-04-26,259623.56,75695.92,62292.95,38961.11,82673.58,81554.51,978.79,140.28,conventional,RaleighGreensboro,1.16
1291,52,2017-01-01,1095.77,84.21,738.23,0.0,273.33,263.33,10.0,0.0,organic,GrandRapids,1.79
1292,10,2015-10-18,7919.94,1.19,76.18,0.0,7842.57,7842.57,0.0,0.0,organic,NorthernNewEngland,1.63
1293,13,2016-09-25,435756.8,174532.18,77098.81,131.95,183993.86,109841.32,73830.32,322.22,conventional,Atlanta,1.26
1294,30,2016-05-29,235009.02,49747.65,92110.53,41274.31,51876.53,45120.69,6510.84,245.0,conventional,Charlotte,1.21
1295,37,2015-04-12,4127.83,86.7,151.38,0.0,3889.75,3889.75,0.0,0.0,organic,HarrisburgScranton,1.79
1296,0,2017-12-31,12274.98,1689.61,1140.91,0.0,9444.46,6613.72,2830.74,0.0,organic,StLouis,1.54
1297,25,2016-07-03,136377.55,36208.26,6421.9,12.16,93735.23,93645.45,20.52,69.26,conventional,Boise,0.77
1298,18,2017-08-27,597580.17,168216.37,97433.68,12732.14,319197.98,266476.63,52445.78,275.57,conventional,Portland,1.34
1299,3,2017-12-10,13710.63,435.76,2561.62,0.0,10540.47,9555.71,984.76,0.0,organic,Detroit,1.39
1300,45,2016-02-14,264904.19,39983.9,155336.11,224.2,69359.98,67077.95,2282.03,0.0,conventional,HarrisburgScranton,1.09
1301,39,2016-03-27,6553308.82,3137633.27,1507245.05,660825.04,1247605.46,951743.56,288346.1,7515.8,conventional,SouthCentral,0.77
1302,34,2016-05-01,1308614.45,601670.1,368703.63,89821.94,248418.78,84090.2,159461.92,4866.66,conventional,Houston,0.68
1303,41,2017-03-19,1016536.61,653306.71,183349.68,21365.41,158514.81,157513.45,998.03,3.33,conventional,Houston,0.85
1304,49,2015-01-18,309202.71,3012.79,241380.95,38.05,64770.92,64770.92,0.0,0.0,conventional,NorthernNewEngland,1.12
1305,20,2016-08-07,196381.45,48639.95,64124.89,24178.25,59438.36,55636.32,3787.04,15.0,conventional,Charlotte,1.43
1306,8,2017-11-05,4224.3,115.85,890.62,2.41,3215.42,1938.89,1276.53,0.0,organic,Jacksonville,2.04
1307,2,2017-12-17,267987.97,62937.38,102137.37,3955.11,98958.11,63479.54,35185.24,293.33,conventional,LasVegas,1.03
1308,7,2017-11-12,518209.0,251896.0,31719.0,1398.0,233196.0,154898.0,75134.0,3164.0,conventional,Atlanta,1.11
1309,8,2017-11-05,787625.8,261561.33,435912.81,3140.0,87011.66,84961.32,94.01,1956.33,conventional,SanFrancisco,1.41
1310,43,2015-03-01,1619341.49,854129.32,460986.95,11417.67,292807.55,291293.85,540.74,972.96,conventional,Plains,1.09
1311,4,2017-12-03,302992.0,5197.0,133150.0,1399.0,163245.0,20306.0,142867.0,73.0,conventional,CincinnatiDayton,1.05
1312,34,2015-05-03,1798.99,57.93,130.62,0.0,1610.44,1610.44,0.0,0.0,organic,Albany,2.03
1313,33,2017-05-14,765147.43,162605.72,154258.39,20830.86,427452.46,412487.49,14659.64,305.33,conventional,Portland,0.95
1314,25,2015-07-05,587740.55,328818.07,187820.87,18794.71,52306.9,46816.59,5490.31,0.0,conventional,SanDiego,1.05
1315,49,2016-01-17,447078.92,3556.39,328749.75,22335.05,92437.73,92437.73,0.0,0.0,conventional,NorthernNewEngland,1.08
1316,33,2017-05-14,152142.57,1761.8,66532.44,134.29,83714.04,82649.46,1064.58,0.0,conventional,BuffaloRochester,1.55
