"No.","Time","Source","Destination","Protocol","Length","Info"
"2183","511.470608","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9e41 No such name A d33d432WC3JAM.tentopspot.net SOA a.gtld-servers.net"
"2184","511.819374","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6f92 No such name A d33d64V2SA3TJ.tentopspot.net SOA a.gtld-servers.net"
"2185","511.874669","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xec20 No such name A d33d59ONUSAZL.tentopspot.net SOA a.gtld-servers.net"
"2186","512.123821","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xdb10 No such name A d33d37VNFZW23.tentopspot.net SOA a.gtld-servers.net"
"2187","512.180497","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4320 No such name A d33d403EEBTGC.tentopspot.net SOA a.gtld-servers.net"
"2188","512.414653","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x29fb No such name A d33d285LDNFRH.tentopspot.net SOA a.gtld-servers.net"
"2189","512.673995","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x28fc No such name A d33d22K4ZAMFR.tentopspot.net SOA a.gtld-servers.net"
"2190","512.893278","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfabe No such name A d33d20SAYJANZ.tentopspot.net SOA a.gtld-servers.net"
"2191","513.250119","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9c07 No such name A d33d382W4YZOE.tentopspot.net SOA a.gtld-servers.net"
"2192","513.557733","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8cba No such name A d33d48BSXI2LB.tentopspot.net SOA a.gtld-servers.net"
"2193","513.866095","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x4630 No such name A d33d57NUQHG2L.tentopspot.net SOA a.gtld-servers.net"
"2194","514.174117","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1580 No such name A d33d06UEBQW2Z.tentopspot.net SOA a.gtld-servers.net"
"2195","514.400883","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb706 No such name A d33d01LUEBSXQ.tentopspot.net SOA a.gtld-servers.net"
"2196","514.458158","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3cc3 No such name A d33d23IDFOUQG.tentopspot.net SOA a.gtld-servers.net"
"2197","514.704464","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x654b No such name A d33d35Y2LHOVW.tentopspot.net SOA a.gtld-servers.net"
"2198","514.942956","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xde05 No such name A d33d39GCIDHOJ.tentopspot.net SOA a.gtld-servers.net"
"2199","515.337271","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6c07 No such name A d33d39QXM2LEM.tentopspot.net SOA a.gtld-servers.net"
"2200","515.605155","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x69f3 No such name A d33d60EQHA5LM.tentopspot.net SOA a.gtld-servers.net"
"2201","515.866413","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0ce8 No such name A d33d53OZUW4YL.tentopspot.net SOA a.gtld-servers.net"
"2202","516.220346","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x18ab No such name A d33d63SEBSWOZ.tentopspot.net SOA a.gtld-servers.net"
"2203","516.274509","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7400 No such name A d33d47LUEBQWG.tentopspot.net SOA a.gtld-servers.net"
"2204","516.328690","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x45e3 No such name A d33d45IDVOJXG.tentopspot.net SOA a.gtld-servers.net"
"2205","516.630440","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7ae7 No such name A d33d36CLRANRX.tentopspot.net SOA a.gtld-servers.net"
"2206","516.936974","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x921f No such name A d33d09XEZLNEB.tentopspot.net SOA a.gtld-servers.net"
"2207","516.993514","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc750 No such name A d33d07UXA43VN.tentopspot.net SOA a.gtld-servers.net"
"2208","517.346475","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa472 No such name A d33d39UQGI33M.tentopspot.net SOA a.gtld-servers.net"
"2209","517.653984","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x694f No such name A d33d35N5ZCA43.tentopspot.net SOA a.gtld-servers.net"
"2210","517.961184","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x59a8 No such name A d33d37JOQQGC3.tentopspot.net SOA a.gtld-servers.net"
"2211","518.267408","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xdc2a No such name A d33d46LFOQWCA.tentopspot.net SOA a.gtld-servers.net"
"2212","518.575885","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2fea No such name A d33d36Y3PNZZW.tentopspot.net SOA a.gtld-servers.net"
"2213","518.632726","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x9602 No such name A d33d28KY3UMV2.tentopspot.net SOA a.gtld-servers.net"
"2214","518.685288","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe575 No such name A d33d59HK4RAMF.tentopspot.net SOA a.gtld-servers.net"
"2215","518.982062","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa25e No such name A d33d61SGS4DJO.tentopspot.net SOA a.gtld-servers.net"
"2216","519.292844","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbfc4 No such name A d33d34NRWS3TH.tentopspot.net SOA a.gtld-servers.net"
"2217","519.599034","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6e30 No such name A d33d62EBSWY2L.tentopspot.net SOA a.gtld-servers.net"
"2218","519.907830","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x81c4 No such name A d33d33UFYQG2Y.tentopspot.net SOA a.gtld-servers.net"
"2219","520.213888","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe5dd No such name A d33d59LFMNSW4.tentopspot.net SOA a.gtld-servers.net"
"2220","520.520766","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2522 No such name A d33d45YLTEB3G.tentopspot.net SOA a.gtld-servers.net"
"2221","520.576001","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc962 No such name A d33d1563DVORY.tentopspot.net SOA a.gtld-servers.net"
"2222","520.930492","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfcb7 No such name A d33d35GC5BAMN.tentopspot.net SOA a.gtld-servers.net"
"2223","521.238043","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa603 No such name A d33d16XW4ZDJN.tentopspot.net SOA a.gtld-servers.net"
"2224","521.545286","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7c5b No such name A d33d27VSW45DV.tentopspot.net SOA a.gtld-servers.net"
"2225","521.769180","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf117 No such name A d33d52NUQGKZ3.tentopspot.net SOA a.gtld-servers.net"
"2226","522.159330","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xecd9 No such name A d33d15FON2GC4.tentopspot.net SOA a.gtld-servers.net"
"2227","522.466915","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6151 No such name A d33d54ZOEBKES.tentopspot.net SOA a.gtld-servers.net"
"2228","522.774847","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7151 No such name A d33d54U2DPNXD.tentopspot.net SOA a.gtld-servers.net"
"2229","523.046549","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3db9 No such name A d33d12G5SFOJP.tentopspot.net SOA a.gtld-servers.net"
"2230","523.294759","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xf9e3 No such name A d33d36TAZDEL4.tentopspot.net SOA a.gtld-servers.net"
"2231","524.216044","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb5b9 No such name A d33d39YHEX2FO.tentopspot.net SOA a.gtld-servers.net"
"2232","524.270014","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x65bc No such name A d33d49YZW47JA.tentopspot.net SOA a.gtld-servers.net"
"2233","524.329096","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1f2c No such name A d33d43MV2GSYL.tentopspot.net SOA a.gtld-servers.net"
"2234","524.384186","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2e18 No such name A d33d53NEBQSA4.tentopspot.net SOA a.gtld-servers.net"
"2235","524.443275","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1c56 No such name A d33d14LVMFWSA.tentopspot.net SOA a.gtld-servers.net"
"2236","524.496565","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe0a1 No such name A d33d59ZLVEBXG.tentopspot.net SOA a.gtld-servers.net"
"2237","524.721151","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x51d8 No such name A d33d03S43JEBS.tentopspot.net SOA a.gtld-servers.net"
"2238","524.982864","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfafa No such name A d33d62XK2LTNV.tentopspot.net SOA a.gtld-servers.net"
"2239","525.237001","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xdffe No such name A d33d25XWIIDGM.tentopspot.net SOA a.gtld-servers.net"
"2240","525.497079","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbfa3 No such name A d33d54F2WG2LC.tentopspot.net SOA a.gtld-servers.net"
"2241","525.742180","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x463f No such name A d33d15OVZSAYL.tentopspot.net SOA a.gtld-servers.net"
"2242","525.794772","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc428 No such name A d33d14DEBQSA3.tentopspot.net SOA a.gtld-servers.net"
"2243","526.061830","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3547 No such name A d33d15TVNZRS4.tentopspot.net SOA a.gtld-servers.net"
"2244","526.281801","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2fdd No such name A d33d60IDFORUW.tentopspot.net SOA a.gtld-servers.net"
"2245","526.335548","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa836 No such name A d33d39C3JAMEQ.tentopspot.net SOA a.gtld-servers.net"
"2246","526.390604","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0c52 No such name A d33d53HC5LBNU.tentopspot.net SOA a.gtld-servers.net"
"2247","526.438611","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7723 No such name A d33d32QGK5JAN.tentopspot.net SOA a.gtld-servers.net"
"2248","526.703920","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xced0 No such name A d33d40ZUXG2JA.tentopspot.net SOA a.gtld-servers.net"
"2249","526.767188","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd7f0 No such name A d33d40MV2WS43.tentopspot.net SOA a.gtld-servers.net"
"2250","526.983841","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2720 No such name A d33d40NN5SCAZ.tentopspot.net SOA a.gtld-servers.net"
"2251","527.220676","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x21c8 No such name A d33d04TBOVRWS.tentopspot.net SOA a.gtld-servers.net"
"2252","527.280639","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x7096 No such name A d33d07YTVOMQG.tentopspot.net SOA a.gtld-servers.net"
"2253","527.332095","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x40f4 No such name A d33d27CYZAMEQ.tentopspot.net SOA a.gtld-servers.net"
"2254","527.703997","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xeb14 No such name A d33d63G45LOMM.tentopspot.net SOA a.gtld-servers.net"
"2255","527.759481","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0ea4 No such name A d33d17XCAZLUN.tentopspot.net SOA a.gtld-servers.net"
"2256","527.815929","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5cf1 No such name A d33d48FQW2IDT.tentopspot.net SOA a.gtld-servers.net"
"2257","527.868732","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x81aa No such name A d33d21NF2CAYL.tentopspot.net SOA a.gtld-servers.net"
"2258","527.886435","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x79ab No such name A d33d28NMV2CAZ.tentopspot.net SOA a.gtld-servers.net"
"2259","528.004050","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc81f No such name A d33d23LYEBSXK.tentopspot.net SOA a.gtld-servers.net"
"2260","528.055304","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8787 No such name A d33d40IDMNFTX.tentopspot.net SOA a.gtld-servers.net"
"2261","528.303880","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe1c9 No such name A d33d25K3DBEBT.tentopspot.net SOA a.gtld-servers.net"
"2262","528.416678","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x53bc No such name A d33d13XEYLWNF.tentopspot.net SOA a.gtld-servers.net"
"2263","528.715042","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5df4 No such name A d33d31SGCIDQO.tentopspot.net SOA a.gtld-servers.net"
"2264","529.020686","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6020 No such name A d33d44VWHM2LO.tentopspot.net SOA a.gtld-servers.net"
"2265","529.327762","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8baf No such name A d33d14MFZCAZL.tentopspot.net SOA a.gtld-servers.net"
"2266","529.582806","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0378 No such name A d33d58HMV2CAY.tentopspot.net SOA a.gtld-servers.net"
"2267","529.942567","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x06a2 No such name A d33d05LDEB2XE.tentopspot.net SOA a.gtld-servers.net"
"2268","530.352460","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbd6b No such name A d33d153TBFYQG.tentopspot.net SOA a.gtld-servers.net"
"2269","530.658628","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2b84 No such name A d33d27Y33SMVW.tentopspot.net SOA a.gtld-servers.net"
"2270","530.966284","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x92e1 No such name A d33d53SA2LQON.tentopspot.net SOA a.gtld-servers.net"
"2271","531.272719","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1807 No such name A d33d242W2IDEN.tentopspot.net SOA a.gtld-servers.net"
"2272","531.580562","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc097 No such name A d33d245WG64RA.tentopspot.net SOA a.gtld-servers.net"
"2273","531.638609","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x272f No such name A d33d50ONUXIID.tentopspot.net SOA a.gtld-servers.net"
"2274","531.991357","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xacbf No such name A d33d45BNVSXIL.tentopspot.net SOA a.gtld-servers.net"
"2275","532.227850","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0ff3 No such name A d33d31BAMNXW4.tentopspot.net SOA a.gtld-servers.net"
"2276","532.243620","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6842 No such name A d33d0143FMN2G.tentopspot.net SOA a.gtld-servers.net"
"2277","532.507748","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8aeb No such name A d33d07K5DVOIQ.tentopspot.net SOA a.gtld-servers.net"
"2278","532.561654","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5f67 No such name A d33d57GCZDJOB.tentopspot.net SOA a.gtld-servers.net"
"2279","532.859516","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2e55 No such name A d33d16UXGY3JN.tentopspot.net SOA a.gtld-servers.net"
"2280","532.917299","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd553 No such name A d33d01ZTSAZLM.tentopspot.net SOA a.gtld-servers.net"
"2281","532.933721","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xabf6 No such name A d33d08NF2C4ID.tentopspot.net SOA a.gtld-servers.net"
"2282","533.165072","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2570 No such name A d33d02NMFSWGZ.tentopspot.net SOA a.gtld-servers.net"
"2283","533.399786","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc14d No such name A d33d46LOMFZSA.tentopspot.net SOA a.gtld-servers.net"
"2284","533.634980","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5d6c No such name A d33d135TPNR2X.tentopspot.net SOA a.gtld-servers.net"
"2285","533.689758","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd9f2 No such name A d33d54I4DBOQQ.tentopspot.net SOA a.gtld-servers.net"
"2286","533.992075","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb45f No such name A d33d13GG33OMR.tentopspot.net SOA a.gtld-servers.net"
"2287","534.046468","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc388 No such name A d33d20UW2ZLOO.tentopspot.net SOA a.gtld-servers.net"
"2288","534.099306","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xebf3 No such name A d33d25R2W2IDF.tentopspot.net SOA a.gtld-servers.net"
"2289","534.162614","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x46d8 No such name A d33d20M5SXG5D.tentopspot.net SOA a.gtld-servers.net"
"2290","534.423510","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8f04 No such name A d33d38BOMXCAZ.tentopspot.net SOA a.gtld-servers.net"
"2291","534.477901","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x42a8 No such name A d33d57LUNFQW2.tentopspot.net SOA a.gtld-servers.net"
"2292","534.529571","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0b82 No such name A d33d08IDBEBYX.tentopspot.net SOA a.gtld-servers.net"
"2293","534.582403","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x01f9 No such name A d33d53KYLNEBS.tentopspot.net SOA a.gtld-servers.net"
"2294","534.812264","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x678a No such name A d33d63XKIDONF.tentopspot.net SOA a.gtld-servers.net"
"2295","534.864870","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd5d3 No such name A d33d48ZWSIDFO.tentopspot.net SOA a.gtld-servers.net"
"2296","535.164428","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa647 No such name A d33d06VUXG3LP.tentopspot.net SOA a.gtld-servers.net"
"2297","535.472469","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5e79 No such name A d33d04MQQGMYL.tentopspot.net SOA a.gtld-servers.net"
"2298","535.779061","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x04d4 No such name A d33d11VMNUWE5.tentopspot.net SOA a.gtld-servers.net"
"2299","536.086603","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbda2 No such name A d33d23LTEBQWG.tentopspot.net SOA a.gtld-servers.net"
"2300","536.392981","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xaaf0 No such name A d33d34IDBEBXH.tentopspot.net SOA a.gtld-servers.net"
"2301","536.702295","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6eee No such name A d33d08K3TDFYQ.tentopspot.net SOA a.gtld-servers.net"
"2302","536.955071","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc210 No such name A d33d49GK5DJMF.tentopspot.net SOA a.gtld-servers.net"
"2303","537.315241","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x871b No such name A d33d27WSA43JO.tentopspot.net SOA a.gtld-servers.net"
"2304","537.373333","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2853 No such name A d33d47QQGC3LF.tentopspot.net SOA a.gtld-servers.net"
"2305","537.724519","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5966 No such name A d33d16OQQGK6B.tentopspot.net SOA a.gtld-servers.net"
"2306","538.034592","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd111 No such name A d33d56AMV2SA3.tentopspot.net SOA a.gtld-servers.net"
"2307","538.339361","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xcedf No such name A d33d12DJM52WY.tentopspot.net SOA a.gtld-servers.net"
"2308","538.395365","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa61a No such name A d33d04YJAM5ZG.tentopspot.net SOA a.gtld-servers.net"
"2309","538.748583","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd2ea No such name A d33d29C5TJMRQ.tentopspot.net SOA a.gtld-servers.net"
"2310","538.806083","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x043d No such name A d33d02SA4DVNR.tentopspot.net SOA a.gtld-servers.net"
"2311","539.065207","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xffc8 No such name A d33d053GS3TBO.tentopspot.net SOA a.gtld-servers.net"
"2312","539.292503","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x1311 No such name A d33d13IQGKZ3F.tentopspot.net SOA a.gtld-servers.net"
"2313","539.513184","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xfe41 No such name A d33d09OQQGCYZ.tentopspot.net SOA a.gtld-servers.net"
"2314","539.570291","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3634 No such name A d33d62AOVZG4Y.tentopspot.net SOA a.gtld-servers.net"
"2315","539.874673","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x51b0 No such name A d33d63JOEBWG6.tentopspot.net SOA a.gtld-servers.net"
"2316","540.182635","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x75fe No such name A d33d564TFNUQG.tentopspot.net SOA a.gtld-servers.net"
"2317","540.246587","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb54b No such name A d33d56S4DTOVW.tentopspot.net SOA a.gtld-servers.net"
"2318","540.306644","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xbf7d No such name A d33d56SAZDPNR.tentopspot.net SOA a.gtld-servers.net"
"2319","540.360036","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe07e No such name A d33d48XXEIDTN.tentopspot.net SOA a.gtld-servers.net"
"2320","540.419084","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x879d No such name A d33d38F2CAYLN.tentopspot.net SOA a.gtld-servers.net"
"2321","540.473365","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x27e9 No such name A d33d45MV2CYID.tentopspot.net SOA a.gtld-servers.net"
"2322","540.796603","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe52d No such name A d33d28DN5XHGZ.tentopspot.net SOA a.gtld-servers.net"
"2323","541.104061","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe8c2 No such name A d33d30LDORSXI.tentopspot.net SOA a.gtld-servers.net"
"2324","541.518986","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x38d0 No such name A d33d645LSEBQW.tentopspot.net SOA a.gtld-servers.net"
"2325","541.576174","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x49fe No such name A d33d01I2LQNFZ.tentopspot.net SOA a.gtld-servers.net"
"2326","541.922975","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x3d75 No such name A d33d47WG2LOM4.tentopspot.net SOA a.gtld-servers.net"
"2327","542.230127","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe3eb No such name A d33d26QGK3DJO.tentopspot.net SOA a.gtld-servers.net"
"2328","542.537661","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xeeab No such name A d33d08QXCA3LB.tentopspot.net SOA a.gtld-servers.net"
"2329","542.844991","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xe040 No such name A d33d01MVRWK3T.tentopspot.net SOA a.gtld-servers.net"
"2330","543.155234","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa661 No such name A d33d64BOMQHM3.tentopspot.net SOA a.gtld-servers.net"
"2331","543.458511","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x92d8 No such name A d33d613MOV2HA.tentopspot.net SOA a.gtld-servers.net"
"2332","543.720705","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x2f48 No such name A d33d19YLUEBRW.tentopspot.net SOA a.gtld-servers.net"
"2333","543.957460","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x8a92 No such name A d33d1263TENFW.tentopspot.net SOA a.gtld-servers.net"
"2334","544.007888","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x95b9 No such name A d33d54WK3TUOV.tentopspot.net SOA a.gtld-servers.net"
"2335","544.062518","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x6424 No such name A d33d52WSAZLHM.tentopspot.net SOA a.gtld-servers.net"
"2336","544.114582","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa1bf No such name A d33d32VZXIYLT.tentopspot.net SOA a.gtld-servers.net"
"2337","544.380976","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x190a No such name A d33d05FYQG2YL.tentopspot.net SOA a.gtld-servers.net"
"2338","544.603690","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0ba2 No such name A d33d37FMNSW4Y.tentopspot.net SOA a.gtld-servers.net"
"2339","544.665462","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb089 No such name A d33d32LTEB3G6.tentopspot.net SOA a.gtld-servers.net"
"2340","544.898871","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa836 No such name A d33d183DVORYG.tentopspot.net SOA a.gtld-servers.net"
"2341","544.949546","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x5689 No such name A d33d29C5BAMNX.tentopspot.net SOA a.gtld-servers.net"
"2342","545.005554","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x67a4 No such name A d33d14W4ZDJNV.tentopspot.net SOA a.gtld-servers.net"
"2343","545.270581","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x0e2c No such name A d33d49SW45DVN.tentopspot.net SOA a.gtld-servers.net"
"2344","545.328329","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x638b No such name A d33d40UQGKZ3F.tentopspot.net SOA a.gtld-servers.net"
"2345","545.609563","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc88f No such name A d33d46ON2GC4Z.tentopspot.net SOA a.gtld-servers.net"
"2346","545.663911","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x873a No such name A d33d41OEBWWCZ.tentopspot.net SOA a.gtld-servers.net"
"2347","545.680492","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0x32f4 No such name A d33d01LDMVXGC.tentopspot.net SOA a.gtld-servers.net"
"2348","546.019683","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xb15a No such name A d33d394ZAOZXW.tentopspot.net SOA a.gtld-servers.net"
"2349","546.325995","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xcae8 No such name A d33d42Y5LUOBQ.tentopspot.net SOA a.gtld-servers.net"
"2350","546.633744","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc964 No such name A d33d48XIIDDN5.tentopspot.net SOA a.gtld-servers.net"
"2351","546.940198","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc582 No such name A d33d60XGI2LNM.tentopspot.net SOA a.gtld-servers.net"
"2352","547.571269","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xa3ac No such name A d33d36VXHI5LN.tentopspot.net SOA a.gtld-servers.net"
"2353","547.834877","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xc1b3 No such name A d33d20EBSWOZL.tentopspot.net SOA a.gtld-servers.net"
"2354","547.893709","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xd227 No such name A d33d12TORQXGL.tentopspot.net SOA a.gtld-servers.net"
"2355","548.169234","192.168.93.1","192.168.93.4","DNS","161","Standard query response 0xec1d No such name A d33d61RANRXXE.tentopspot.net SOA a.gtld-servers.net"
